book_id,title,author,genre,word_count,file_path,url
23666,"Mission Furniture: How to Make It, Part 3","Windsor, H. H. (Henry Haven), 1859-1924",Engineering & Technology,22502,raw/Engineering & Technology/23666.txt,
62729,Aeroplane Construction and Operation,Unknown,Engineering & Technology,112138,raw/Engineering & Technology/62729.txt,
14327,"Lippincott's Magazine of Popular Literature and Science, Volume 11, No. 22, January, 1873",Various,Engineering & Technology,70989,raw/Engineering & Technology/14327.txt,
46219,An Unsinkable Titanic: Every Ship its own Lifeboat,"Walker, John Bernard, 1858-",Engineering & Technology,23033,raw/Engineering & Technology/46219.txt,
47187,Steam Shovels and Steam Shovel Work,"Hermann, Edward Adolph",Engineering & Technology,19248,raw/Engineering & Technology/47187.txt,
27257,"Electricity for the farmLight, heat and power by inexpensive methods from the water wheel or farm engine","Anderson, Frederick Irving, 1877-1947",Engineering & Technology,49792,raw/Engineering & Technology/27257.txt,
54475,Discoveries and Inventions of the Nineteenth Century,"Routledge, Robert",Engineering & Technology,386291,raw/Engineering & Technology/54475.txt,
74033,Omnibuses and cabs :  their origin and history,"Moore, Henry Charles, 1862-1933",Engineering & Technology,49516,raw/Engineering & Technology/74033.txt,
46634,"Life of Richard Trevithick, with an Account of His Inventions. Volume 2 (of 2)","Trevithick, Francis, 1812-1877",Engineering & Technology,133505,raw/Engineering & Technology/46634.txt,
75617,"The British battle fleet, Vol. 2 (of 2) :  its inception and growth throughout the centuries to the present day","Jane, Fred T. (Frederick Thomas), 1865-1916",Engineering & Technology,60635,raw/Engineering & Technology/75617.txt,
64592,Harper's Electricity Book for Boys,"Adams, Joseph H. (Joseph Henry), 1867-1941",Engineering & Technology,107830,raw/Engineering & Technology/64592.txt,
44341,Minimum Gauge Railways,"Heywood, Arthur Percival, Sir, bart., 1849-1916",Engineering & Technology,27183,raw/Engineering & Technology/44341.txt,
56332,Keely and His Discoveries: Aerial Navigation,"Moore, Bloomfield H., Mrs., 1824-1899",Engineering & Technology,142837,raw/Engineering & Technology/56332.txt,
56353,Pyrometry: A Practical Treatise on the Measurement of High Temperatures,"Darling, Charles R. (Charles Robert), 1870-",Engineering & Technology,50143,raw/Engineering & Technology/56353.txt,
31243,Twentieth Century Inventions: A Forecast,"Sutherland, George, 1855-1905",Engineering & Technology,76055,raw/Engineering & Technology/31243.txt,
27710,Lives of the EngineersThe Locomotive.  George and Robert Stephenson,"Smiles, Samuel, 1812-1904",Engineering & Technology,137024,raw/Engineering & Technology/27710.txt,
23770,"Mission Furniture: How to Make It, Part 1","Windsor, H. H. (Henry Haven), 1859-1924",Engineering & Technology,22281,raw/Engineering & Technology/23770.txt,
55793,"Tube, Train, Tram, and Car; or, Up-to-date locomotion","Beavan, Arthur H. (Arthur Henry), 1844-1907",Engineering & Technology,75003,raw/Engineering & Technology/55793.txt,
38415,"Gas-Engines and Producer-Gas PlantsA Practice Treatise Setting Forth the Principles of Gas-Engines and Producer Design, the Selection and Installation of an Engine, Conditions of Perfect Operation, Producer-Gas Engines and Their Possibilities, the Care of Gas-Engines and Producer-Gas Plants, with a Chapter on Volatile Hydrocarbon and Oil Engines","Mathot, Rodolphe Edgard, 1866-",Engineering & Technology,63044,raw/Engineering & Technology/38415.txt,
49512,"Hawkins Electrical Guide v. 04 (of 10)Questions, Answers, & Illustrations, A progressive course of study for engineers, electricians, students and those desiring to acquire a working knowledge of electricity and its applications","Hawkins, N. (Nehemiah), 1833-1928",Engineering & Technology,79414,raw/Engineering & Technology/49512.txt,
48134,Electric Transmission of Water Power,"Adams, Alton D. (Alton Dermont), 1864-1943",Engineering & Technology,118380,raw/Engineering & Technology/48134.txt,
861,The Dominion of the Air: The Story of Aerial Navigation,"Bacon, John M. (John Mackenzie), 1846-1904",Engineering & Technology,92819,raw/Engineering & Technology/861.txt,
21724,The handbook of soap manufacture,"Appleton, H. A.",Engineering & Technology,70649,raw/Engineering & Technology/21724.txt,
74358,Aircraft :  its development in war and peace and its commercial future,"David, Evan John, 1877-1961",Engineering & Technology,98113,raw/Engineering & Technology/74358.txt,
38455,"ASCE 1193: The Water-Works and Sewerage of Monterrey, N. L., MexicoThe 4th article from the June, 1911, Volume LXXII, Transactions of the American Society of Civil Engineers. Paper No. 1193, Feb. 1, 1911.","Conway, G. R. G. (George Robert Graham), 1873-1951",Engineering & Technology,46693,raw/Engineering & Technology/38455.txt,
5768,Free as in Freedom: Richard Stallman's Crusade for Free Software,"Williams, Sam, 1969-",Engineering & Technology,76534,raw/Engineering & Technology/5768.txt,
54347,"Autobiography of Sir John Rennie, F.R.S., Past President of the Institute of Civil EngineersComprising the history of his professional life, together with reminiscences dating from the commencement of the century to the present time.","Rennie, John, Sir, 1794-1874",Engineering & Technology,153434,raw/Engineering & Technology/54347.txt,
21224,The Dyeing of Cotton Fabrics: A Practical Handbook for the Dyer and Student,"Beech, Franklin",Engineering & Technology,113886,raw/Engineering & Technology/21224.txt,
58347,A History of Aeronautics,"Marsh, W. Lockwood (William Lockwood), 1886-1963",Engineering & Technology,145455,raw/Engineering & Technology/58347.txt,
72046,English and American tool builders,"Roe, Joseph Wickham, 1871-1960",Engineering & Technology,96604,raw/Engineering & Technology/72046.txt,
37609,The Story of Great Inventions,"Burns, Elmer Ellsworth, 1868-1956",Engineering & Technology,53152,raw/Engineering & Technology/37609.txt,
49252,"Hawkins Electrical Guide v. 06 (of 10)Questions, Answers, & Illustrations, A progressive course of study for engineers, electricians, students and those desiring to acquire a working knowledge of electricity and its applications","Hawkins, N. (Nehemiah), 1833-1928",Engineering & Technology,60638,raw/Engineering & Technology/49252.txt,
71928,"The gunsmith's manual :  A complete handbook for the American gunsmith, being a practical guide to all branches of the trade","Harrison, Wm. B. (William B.)",Engineering & Technology,89974,raw/Engineering & Technology/71928.txt,
33437,"Cyclopedia of Telephony and Telegraphy, Vol. 2A General Reference Work on Telephony, etc. etc.",American School of Correspondence,Engineering & Technology,117661,raw/Engineering & Technology/33437.txt,
42149,"Transactions of the American Society of Civil Engineers, Vol. LXVIII, Sept. 1910The New York Tunnel Extension of the Pennsylvania Railroad.The North River Tunnels. Paper No. 1155","Brown, W. L.",Engineering & Technology,61971,raw/Engineering & Technology/42149.txt,
70226,Carpentry,"Griffith, Ira Samuel, 1874-1924",Engineering & Technology,45046,raw/Engineering & Technology/70226.txt,
49194,The History of Coaches,"Thrupp, George Athelstane, 1822-1905",Engineering & Technology,44783,raw/Engineering & Technology/49194.txt,
46094,The Romance of Modern MechanismWith Interesting Descriptions in Non-technical Language of Wonderful Machinery and Mechanical Devices and Marvellously Delicate Scientific Instruments,"Williams, Archibald, 1871-1934",Engineering & Technology,96072,raw/Engineering & Technology/46094.txt,
46644,Invention and Discovery: Curious Facts and Characteristic Sketches,Anonymous,Engineering & Technology,46533,raw/Engineering & Technology/46644.txt,
61494,"The Modern ClockA Study of Time Keeping Mechanism; Its Construction, Regulation and Repair","Goodrich, Ward L.",Engineering & Technology,148207,raw/Engineering & Technology/61494.txt,
27667,"Scientific American Supplement, No. 647,  May 26, 1888",Various,Engineering & Technology,41313,raw/Engineering & Technology/27667.txt,
74928,"Cycling art, energy, and locomotion :  A series of remarks on the development of bicycles, tricycles, and man-motor carriages","Scott, Robert P. (Robert Pittis), 1852-1918",Engineering & Technology,67262,raw/Engineering & Technology/74928.txt,
38480,"Scientific American, Vol. XXXIX.—No. 24. [New Series.], December 14, 1878A Weekly Journal of Practical Information, Art, Science, Mechanics, Chemistry, and Manufactures",Various,Engineering & Technology,45732,raw/Engineering & Technology/38480.txt,
60794,"The Story of the Typewriter, 1873-1923",Unknown,Engineering & Technology,26194,raw/Engineering & Technology/60794.txt,
35024,"Development of Gravity Pendulums in the 19th CenturyContributions from the Museum of History and Technology, Papers 34-44 On Science and Technology, Smithsonian Institution, 1966","Multhauf, Robert P., 1919-2004",Engineering & Technology,26825,raw/Engineering & Technology/35024.txt,
8452,"Scientific American Supplement, No. 363, December 16, 1882",Various,Engineering & Technology,42211,raw/Engineering & Technology/8452.txt,
55817,Automata Old and New,"Cooke, Conrad William, 1843-1926",Engineering & Technology,17210,raw/Engineering & Technology/55817.txt,
64832,The Steam Fire Engine and the Old-time Fire Bell,Anonymous,Engineering & Technology,7686,raw/Engineering & Technology/64832.txt,
33447,The Pencil of Nature,"Talbot, William Henry Fox, 1800-1877",Engineering & Technology,12561,raw/Engineering & Technology/33447.txt,
68721,"Earth dams, a study","Bassell, Burr, 1858-1905",Engineering & Technology,21122,raw/Engineering & Technology/68721.txt,
49061,Rambles on Railways,"Roney, Cusack P., Sir, 1810-1868",Engineering & Technology,187336,raw/Engineering & Technology/49061.txt,
59311,Gas and Petroleum Engines,"Graffigny, H. de (Henry), 1863-1934",Engineering & Technology,32018,raw/Engineering & Technology/59311.txt,
38045,"Marvels of Scientific InventionAn Interesting Account in Non-Technical Language of the Invention of Guns, Torpedoes, Submarine Mines, Up-to-Date Smelting, Freezing, Colour Photography, and Many Other Recent Discoveries of Science","Corbin, Thomas W.",Engineering & Technology,87255,raw/Engineering & Technology/38045.txt,
54667,Two Centuries of Shipbuilding by the Scotts at Greenock,Scotts' Shipbuilding & Engineering Co. Ltd.,Engineering & Technology,36475,raw/Engineering & Technology/54667.txt,
9954,The story of the invention of steel pens :  with a description of the manufacturing process by which they are produced,"Bore, Henry",Engineering & Technology,19230,raw/Engineering & Technology/9954.txt,
74867,Oxy-acetylene welding manual,"Campbell, Lorn, 1891-1955",Engineering & Technology,43893,raw/Engineering & Technology/74867.txt,
6527,Debian GNU/Linux : Guide to Installation and Usage,"Othman, Ossama",Engineering & Technology,53109,raw/Engineering & Technology/6527.txt,
39867,Terrestrial and Celestial Globes Volume 2Their History and Construction Including a Consideration of their Value as Aids in the Study of Geography and Astronomy,"Stevenson, Edward Luther, 1858-1944",Engineering & Technology,102838,raw/Engineering & Technology/39867.txt,
167,American Hand Book of the Daguerreotype,"Humphrey, S. D. (Samuel Dwight), 1823-1883",Engineering & Technology,46288,raw/Engineering & Technology/167.txt,
21128,"Twenty Years of Congress, Vol. 1From Lincoln to Garfield, with a Review of the Events Which Led to the Political Revolution of 1860","Blaine, James Gillespie, 1830-1893",Politics,277480,raw/Politics/21128.txt,
13968,"The Works of the Right Honourable Edmund Burke, Vol. 09 (of 12)","Burke, Edmund, 1729-1797",Politics,142877,raw/Politics/13968.txt,
61,The Communist Manifesto,"Engels, Friedrich, 1820-1895",Politics,14515,raw/Politics/61.txt,
3041,The Cleveland Era: A Chronicle of the New Order in Politics,"Ford, Henry Jones, 1851-1925",Politics,48433,raw/Politics/3041.txt,
30048,"The Contemporary Review, Volume 36, September 1879",Various,Politics,100911,raw/Politics/30048.txt,
38811,"The Works of Robert G. Ingersoll, Vol. 11 (of 12)Dresden Edition—Miscellany","Ingersoll, Robert Green, 1833-1899",Politics,166224,raw/Politics/38811.txt,
71000,The public and its problems,"Dewey, John, 1859-1952",Politics,58125,raw/Politics/71000.txt,
67871,"Tom Watson's Magazine, Vol. I, No. 2, April 1905",Various,Politics,84207,raw/Politics/67871.txt,
69027,Mammonart: An essay in economic interpretation,"Sinclair, Upton, 1878-1968",Politics,152926,raw/Politics/69027.txt,
147,Common Sense,"Paine, Thomas, 1737-1809",Politics,22015,raw/Politics/147.txt,
5048,State of the Union Addresses,"Clinton, Bill, 1946-",Politics,54999,raw/Politics/5048.txt,
48137,"The Complete Works in Philosophy, Politics and Morals of the late Dr. Benjamin Franklin, Vol. 2 [of 3]","Franklin, Benjamin, 1706-1790",Politics,151371,raw/Politics/48137.txt,
5767,The Fireside Chats of Franklin Delano RooseveltRadio Addresses to the American People Broadcast Between 1933 and 1944,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945",Politics,78567,raw/Politics/5767.txt,
34478,The Modern Ku Klux Klan,"Fry, Henry P. (Henry Peck), 1881-1956",Politics,69201,raw/Politics/34478.txt,
1689,The Pivot of Civilization,"Sanger, Margaret, 1879-1966",Politics,55418,raw/Politics/1689.txt,
64882,The Servile State,"Belloc, Hilaire, 1870-1953",Politics,38607,raw/Politics/64882.txt,
30529,A Stake in the Land,"Speek, Peter A. (Peter Alexander), 1873-",Politics,66614,raw/Politics/30529.txt,
45473,"Charles Sumner: his complete works, volume 02 (of 20)","Sumner, Charles, 1811-1874",Politics,123506,raw/Politics/45473.txt,
11272,"The Anti-Slavery Examiner, Part 2 of 4",American Anti-Slavery Society,Politics,307425,raw/Politics/11272.txt,
7370,Second Treatise of Government,"Locke, John, 1632-1704",Politics,59564,raw/Politics/7370.txt,
26727,The Political History of England - Vol XIFrom Addington's Administration to the close of William IV.'s Reign (1801-1837),"Fotheringham, John Knight, 1874-1936",Politics,196949,raw/Politics/26727.txt,
34028,Races and Immigrants in America,"Commons, John R. (John Rogers), 1862-1945",Politics,63072,raw/Politics/34028.txt,
28117,"India, Its Life and Thought","Jones, John P. (John Peter), 1847-1916",Politics,90969,raw/Politics/28117.txt,
13534,Past and Present,"Carlyle, Thomas, 1795-1881",Politics,108916,raw/Politics/13534.txt,
16613,Bolshevism: The Enemy of Political and Industrial Democracy,"Spargo, John, 1876-1966",Politics,120327,raw/Politics/16613.txt,
31711,"The Life of William Ewart Gladstone, Vol. 3 (of 3)1890-1898","Morley, John, 1838-1923",Politics,219518,raw/Politics/31711.txt,
38535,The Great IllusionA Study of the Relation of Military Power to National Advantage,"Angell, Norman, 1874-1967",Politics,116175,raw/Politics/38535.txt,
36269,"A Few Words About the Devil, and Other Biographical Sketches and Essays","Bradlaugh, Charles, 1833-1891",Politics,77976,raw/Politics/36269.txt,
26481,"The Romance of MathematicsBeing the Original Researches of a Lady Professor of Girtham College in Polemical Science, with some Account of the Social Properties of a Conic; Equations to Brain Waves; Social Forces; and the Laws of Political Motion.","Ditchfield, P. H. (Peter Hampson), 1854-1930",Politics,25302,raw/Politics/26481.txt,
1232,The Prince,"Machiavelli, Niccolò, 1469-1527",Politics,49961,raw/Politics/1232.txt,
17350,The Practice and Theory of Bolshevism,"Russell, Bertrand, 1872-1970",Politics,41139,raw/Politics/17350.txt,
27787,The American Empire,"Nearing, Scott, 1883-1983",Politics,82785,raw/Politics/27787.txt,
49329,Young IndiaAn interpretation and a history of the nationalist movement from within,"Lajpat Rai, Lala, 1865-1928",Politics,75661,raw/Politics/49329.txt,
51594,"""The Greatest Failure in All History""A Critical Examination of the Actual Workings of Bolshevism in Russia","Spargo, John, 1876-1966",Politics,127103,raw/Politics/51594.txt,
21498,France and the RepublicA Record of Things Seen and Learned in the French Provinces During the 'Centennial' Year 1889,"Hurlbert, William Henry, 1827-1895",Politics,205002,raw/Politics/21498.txt,
37539,"The International Jew, the world's foremost problem [volume I] :  being a reprint of a series of articles appearing in the Dearborn Independent from May 22 to October 2, 1920","Cameron, William John, 1879-1955",Politics,83332,raw/Politics/37539.txt,
15776,The Economic Consequences of the Peace,"Keynes, John Maynard, 1883-1946",Politics,73030,raw/Politics/15776.txt,
15939,Definition & Reality in the General Theory of Political Economy,"Cool, Thomas (Thomas Herman Anthonius Maria), 1954-",Politics,149520,raw/Politics/15939.txt,
45621,"South America to-day :  a study of conditions, social, political and commercial in Argentina, Uruguay and Brazil","Clemenceau, Georges, 1841-1929",Politics,86565,raw/Politics/45621.txt,
38809,"The Works of Robert G. Ingersoll, Vol. 09 (of 12)Dresden Edition—Political","Ingersoll, Robert Green, 1833-1899",Politics,127997,raw/Politics/38809.txt,
44416,"A Collection of Essays and Fugitiv WritingsOn Moral, Historical, Political, and Literary Subjects","Webster, Noah, 1758-1843",Politics,144135,raw/Politics/44416.txt,
37115,The Moral and Intellectual Diversity of RacesWith Particular Reference to Their Respective Influence in the Civil and Political History of Mankind,"Gobineau, Arthur, comte de, 1816-1882",Politics,118414,raw/Politics/37115.txt,
5049,State of the Union Addresses,"Bush, George W. (George Walker), 1946-",Politics,44171,raw/Politics/5049.txt,
25598,Citizenship: A Manual for Voters,"Cromwell, Emma Guy, 1865-1952",Politics,19837,raw/Politics/25598.txt,
39893,Defenseless America,"Maxim, Hudson, 1853-1927",Politics,80003,raw/Politics/39893.txt,
27647,"The Economist, Volume 1, No. 3",Various,Politics,40696,raw/Politics/27647.txt,
7176,A Letter to a Hindu,"Tolstoy, Leo, graf, 1828-1910",Politics,8804,raw/Politics/7176.txt,
38808,"The Works of Robert G. Ingersoll, Vol. 08 (of 12)Dresden Edition—Interviews","Ingersoll, Robert Green, 1833-1899",Politics,212423,raw/Politics/38808.txt,
37246,Why I am opposed to socialism,Unknown,Politics,20512,raw/Politics/37246.txt,
56578,"The Writings of Thomas Jefferson, Vol. 9 (of 9)Being His Autobiography, Correspondence, Reports, Messages, Addresses, and Other Writings, Official and Private","Jefferson, Thomas, 1743-1826",Politics,217972,raw/Politics/56578.txt,
44476,"Satan's Invisible World Displayed; or, Despairing DemocracyA Study of Greater New York","Stead, W. T. (William Thomas), 1849-1912",Politics,87258,raw/Politics/44476.txt,
3286,Selections from the Speeches and Writings of Edmund Burke,"Burke, Edmund, 1729-1797",Politics,164685,raw/Politics/3286.txt,
69879,Newer ideals of peace,"Addams, Jane, 1860-1935",Politics,55963,raw/Politics/69879.txt,
7773,Diamond Dust,"Shearin, K. Kay",Politics,27923,raw/Politics/7773.txt,
45761,"Society, Manners and Politics in the United StatesBeing a Series of Letters on North America","Chevalier, Michel, 1806-1879",Politics,153473,raw/Politics/45761.txt,
40210,"Thomas Paine, the Apostle of LibertyAn Address Delivered in Chicago, January 29, 1916; Including the Testimony of Five Hundred Witnesses","Remsburg, John E. (John Eleazer), 1848-1919",Politics,62819,raw/Politics/40210.txt,
12044,"The Grimké sisters :  Sarah and Angelina Grimké, the first American women advocates of abolition and woman's rights","Birney, Catherine H., 1825-1891",Politics,94614,raw/Politics/12044.txt,
59604,A Selection of Cartoons from Puck,"Keppler, Joseph Ferdinand, 1838-1894",Politics,19483,raw/Politics/59604.txt,
68419,The Roman assemblies from their origin to the end of the Republic,"Botsford, George Willis, 1862-1917",Politics,236787,raw/Politics/68419.txt,
49012,The postal power of Congress: A study in constitutional expansion,"Rogers, Lindsay, 1891-1970",Politics,65830,raw/Politics/49012.txt,
52156,A History of Parliamentary Elections and Electioneering in the Old DaysShowing the State of Political Parties and Party Warfare at the Hustings and in the House of Commons from the Stuarts to Queen Victoria,"Grego, Joseph, 1843-1908",Politics,156189,raw/Politics/52156.txt,
15772,"Machiavelli, Volume I","Machiavelli, Niccolò, 1469-1527",Politics,133983,raw/Politics/15772.txt,
67797,"Watson's Magazine, Vol. IV, No. 2, April, 1906",Various,Politics,114469,raw/Politics/67797.txt,
22461,Union and Democracy,"Johnson, Allen, 1870-1931",Politics,94374,raw/Politics/22461.txt,
48077,"Charles Sumner: his complete works, volume 07 (of 20)","Sumner, Charles, 1811-1874",Politics,109443,raw/Politics/48077.txt,
48015,"Arrows of the Chace, vol. 2/2being a collection of scattered letters published chiefly in the daily newspapers 1840-1880","Ruskin, John, 1819-1900",Politics,81939,raw/Politics/48015.txt,
15268,"John Stuart Mill; His Life and WorksTwelve Sketches by Herbert Spencer, Henry Fawcett, Frederic Harrison, and Other Distinguished Authors",Unknown,Politics,27342,raw/Politics/15268.txt,
2810,"Plunkitt of Tammany Hall: a series of very plain talks on very practical politics, delivered by ex-Senator George Washington Plunkitt, the Tammany philosopher, from his rostrum—the New York County court house bootblack stand; Recorded by William L. Riordon","Plunkitt, George Washington, 1842-1924",Politics,30253,raw/Politics/2810.txt,
76880,"The Monist, Vol. 2, 1891-1892 :  A quarterly magazine",Various,Politics,286912,raw/Politics/76880.txt,
37408,The Rising Tide of Color Against White World-Supremacy,"Stoddard, Lothrop, 1883-1950",Politics,85902,raw/Politics/37408.txt,
74319,The conscience of a Conservative,"Goldwater, Barry M. (Barry Morris), 1909-1998",Politics,26993,raw/Politics/74319.txt,
5041,State of the Union Addresses,"Kennedy, John F. (John Fitzgerald), 1917-1963",Politics,20156,raw/Politics/5041.txt,
48045,"Charles Sumner: his complete works, volume 06 (of 20)","Sumner, Charles, 1811-1874",Politics,111414,raw/Politics/48045.txt,
40099,"Blackwood's Edinburgh Magazine, Volume 63, No. 392, June, 1848",Various,Politics,97891,raw/Politics/40099.txt,
54710,The Shame of the Cities,"Steffens, Lincoln, 1866-1936",Politics,63519,raw/Politics/54710.txt,
60479,"1900; or, The last President","Lockwood, Ingersoll, 1841-1918",Politics,11446,raw/Politics/60479.txt,
60029,"Seventeen Talks on the Banking QuestionBetween Uncle Sam and Mr. Farmer, Mr. Banker, Mr. Lawyer, Mr. Laboringman, Mr. Merchant, Mr. Manufacturer","Fowler, Charles N. (Charles Newell), 1852-1932",Politics,168701,raw/Politics/60029.txt,
15198,"The Works of the Right Honourable Edmund Burke, Vol. 02 (of 12)","Burke, Edmund, 1729-1797",Politics,167207,raw/Politics/15198.txt,
30538,New worlds for old: A plain account of modern socialism,"Wells, H. G. (Herbert George), 1866-1946",Politics,85878,raw/Politics/30538.txt,
34406,Prison Memoirs of an Anarchist,"Berkman, Alexander, 1870-1936",Politics,147052,raw/Politics/34406.txt,
10693,"A Political Diary, 1828-1830, Volume II","Ellenborough, Edward Law, Earl of, 1790-1871",Politics,112470,raw/Politics/10693.txt,
1178,The Polity of the Athenians and the Lacedaemonians,"Xenophon, 432 BCE-351? BCE",Politics,19939,raw/Politics/1178.txt,
46423,A Contribution to the Critique of Political Economy,"Marx, Karl, 1818-1883",Politics,84946,raw/Politics/46423.txt,
39257,"Socialism, Utopian and Scientific","Engels, Friedrich, 1820-1895",Politics,28165,raw/Politics/39257.txt,
7058,Mankind in the Making,"Wells, H. G. (Herbert George), 1866-1946",Politics,106053,raw/Politics/7058.txt,
35172,The New Irish Constitution: An Exposition and Some Arguments,Unknown,Politics,145212,raw/Politics/35172.txt,
22747,Financial Crime and Corruption,"Vaknin, Samuel, 1961-",Politics,111736,raw/Politics/22747.txt,
33741,The Acquisitive Society,"Tawney, R. H. (Richard Henry), 1880-1962",Politics,52937,raw/Politics/33741.txt,
26330,"Frenzied Finance, Vol. 1: The Crime of Amalgamated","Lawson, Thomas William, 1857-1925",Politics,205445,raw/Politics/26330.txt,
53191,William Jennings Bryan: A Concise But Complete Story of His Life and Services,"Newbranch, Harvey Ellsworth",Politics,44668,raw/Politics/53191.txt,
48136,"The Complete Works in Philosophy, Politics and Morals of the late Dr. Benjamin Franklin, Vol. 1 [of 3]","Franklin, Benjamin, 1706-1790",Politics,140583,raw/Politics/48136.txt,
50161,"Charles Sumner: his complete works, volume 15 (of 20)","Sumner, Charles, 1811-1874",Politics,122756,raw/Politics/50161.txt,
28361,"British SocialismAn Examination of Its Doctrines, Policy, Aims and Practical Proposals","Barker, J. Ellis, 1870-1948",Politics,158223,raw/Politics/28361.txt,
5032,State of the Union Addresses,"Roosevelt, Theodore, 1858-1919",Politics,160294,raw/Politics/5032.txt,
62757,"A vindication of the rights of men, in a letter to the Right Honourable Edmund Burke; occasioned by his Reflections on the Revolution in France","Wollstonecraft, Mary, 1759-1797",Politics,24702,raw/Politics/62757.txt,
38014,"Government in the United States, National, State and Local","Garner, James Wilford, 1871-1938",Politics,133506,raw/Politics/38014.txt,
61364,Crystallizing Public Opinion,"Bernays, Edward L., 1891-1995",Politics,42032,raw/Politics/61364.txt,
22460,"New York Times Current History; The European War, Vol 2, No. 5, August, 1915",Various,Politics,118745,raw/Politics/22460.txt,
10684,A History of Freedom of Thought,"Bury, J. B. (John Bagnell), 1861-1927",Politics,53964,raw/Politics/10684.txt,
58646,Index of the Project Gutenberg Works of Edmund Burke,"Burke, Edmund, 1729-1797",Politics,6718,raw/Politics/58646.txt,
18192,"The Works of the Right Honourable Edmund Burke, Vol. 10 (of 12)","Burke, Edmund, 1729-1797",Politics,136604,raw/Politics/18192.txt,
8498,"The Atlantic Monthly, Volume 01, No. 01, November, 1857A Magazine of Literature, Art, and Politics",Various,Politics,86327,raw/Politics/8498.txt,
15701,"The Works of the Right Honourable Edmund Burke, Vol. 05 (of 12)","Burke, Edmund, 1729-1797",Politics,148468,raw/Politics/15701.txt,
64353,"Fields, factories and workshops :  or, Industry combined with agriculture and brain work with manual work","Kropotkin, Petr Alekseevich, kniaz, 1842-1921",Politics,108571,raw/Politics/64353.txt,
68987,On the manner of negotiating with princesOn the uses of diplomacy; the choice of ministers and envoys; and the personal qualities necessary for success in missions abroad,"Callières, Monsieur de (François), 1645-1717",Politics,36306,raw/Politics/68987.txt,
12235,"Popular Law-makingA study of the origin, history, and present tendencies of law-making by statute","Stimson, Frederic Jesup, 1855-1943",Politics,137950,raw/Politics/12235.txt,
36690,Anarchism,"Eltzbacher, Paul, 1868-1928",Politics,96746,raw/Politics/36690.txt,
5038,State of the Union Addresses,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945",Politics,50395,raw/Politics/5038.txt,
14,The 1990 CIA World Factbook,United States. Central Intelligence Agency,Politics,263101,raw/Politics/14.txt,
9630,Proportional Representation: A Study in Methods of Election,"Humphreys, John H.",Politics,130796,raw/Politics/9630.txt,
35226,"The Atlantic Monthly, Volume 11, No. 68, June, 1863A Magazine of Literature, Art, and Politics",Various,Politics,85743,raw/Politics/35226.txt,
50386,"Charles Sumner: his complete works, volume 19 (of 20)","Sumner, Charles, 1811-1874",Politics,91046,raw/Politics/50386.txt,
32627,Area Handbook for Bulgaria,"Walpole, Neda A.",Politics,138763,raw/Politics/32627.txt,
52043,"The Chautauquan, Vol. 04, November 1883A Monthly Magazine Devoted to the Promotion of True Culture.Organ of the Chautauqua Literary and Scientific Circle.",Chautauqua Institution,Politics,89141,raw/Politics/52043.txt,
34713,A Short History of English Liberalism,"Blease, W. Lyon (Walter Lyon), 1884-1963",Politics,137633,raw/Politics/34713.txt,
19995,"The Atlantic Monthly, Volume 05, No. 28, February, 1860A Magazine of Literature, Art, and Politics",Various,Politics,88162,raw/Politics/19995.txt,
25909,"The Arena, Volume 4, No. 24, November, 1891",Various,Politics,55476,raw/Politics/25909.txt,
54957,The New German Constitution,"Brunet, René, 1882-1951",Politics,108854,raw/Politics/54957.txt,
25706,Federal Bureau of Investigation FOIA Documents - Unidentified Flying Objects,United States. Federal Bureau of Investigation,Politics,10370,raw/Politics/25706.txt,
8463,"Memoirs of Henry Hunt, Esq. — Volume 3","Hunt, Henry, 1773-1835",Politics,162306,raw/Politics/8463.txt,
33077,"The Treaty With China, its Provisions ExplainedNew York Tribune, Tuesday, August 28, 1868","Twain, Mark, 1835-1910",Politics,10120,raw/Politics/33077.txt,
24531,"The Continental Monthly, Vol. 2 No 4, October, 1862Devoted To Literature And National Policy",Various,Politics,87473,raw/Politics/24531.txt,
11352,Germany and the Next War,"Bernhardi, Friedrich von, 1849-1930",Politics,99604,raw/Politics/11352.txt,
16323,"The Continental Monthly, Vol. 4, No. 4, October, 1863Devoted to Literature and National Policy",Various,Politics,80396,raw/Politics/16323.txt,
20161,Sophisms of the Protectionists,"Bastiat, Frédéric, 1801-1850",Politics,96286,raw/Politics/20161.txt,
23572,"Blackwood's Edinburgh Magazine, Volume 61, No. 379, May, 1847",Various,Politics,88251,raw/Politics/23572.txt,
8435,The sturdy oak :  a composite novel of American politics by fourteen American authors,Unknown,Politics,61742,raw/Politics/8435.txt,
5047,State of the Union Addresses,"Bush, George, 1924-2018",Politics,15482,raw/Politics/5047.txt,
56701,The Story of the Woman's Party,"Gillmore, Inez Haynes, 1873-1970",Politics,163193,raw/Politics/56701.txt,
58510,"Madame Adam (Juliette Lambert), la grande Française :  from Louis Philippe until 1917","Whale, Winifred Stephens, 1870-1944",Politics,98514,raw/Politics/58510.txt,
5,The United States Constitution,United States,Politics,4737,raw/Politics/5.txt,
46333,The social contract & discourses,"Rousseau, Jean-Jacques, 1712-1778",Politics,123523,raw/Politics/46333.txt,
